county,year,ces_score
San Bernardino,2014,19.814693252415495
Riverside ,2014,19.8080172862505
Riverside ,2014,19.8068213456193
Santa Clara,2014,19.8024184704312
Los Angeles,2014,19.7980006031508
Santa Clara,2014,19.7939623633674
San Bernardino,2014,19.777669436042896
Riverside ,2014,19.7683229372705
Los Angeles,2014,19.7671864610732
Los Angeles,2014,19.7634630048374
Orange ,2014,19.7624136087602
Alameda ,2014,19.762226119416
Santa Clara,2014,19.7421800036388
Alameda ,2014,19.7319648705895
San Diego,2014,19.7258827298674
Sacramento ,2014,19.7249178816326
Los Angeles,2014,19.7248010189019
Orange ,2014,19.7063899608837
Los Angeles,2014,19.7054587629672
Santa Clara,2014,19.7008987983669
San Diego,2014,19.699124112574
Riverside ,2014,19.6943597137854
Alameda ,2014,19.681998229632896
Los Angeles,2014,19.6815420416773
Santa Clara,2014,19.6698951889967
Santa Clara,2014,19.6686167540619
Riverside ,2014,19.6652647237667
Los Angeles,2014,19.6599802001577
Sacramento ,2014,19.6412593601554
Los Angeles,2014,19.6382157890126
San Diego,2014,19.6365435533841
Alameda ,2014,19.6270134707705
Sacramento ,2014,19.6247908615703
Sacramento ,2014,19.6032934608514
Los Angeles,2014,19.5949999361009
Sacramento ,2014,19.5900499629244
San Diego,2014,19.5889443653982
Los Angeles,2014,19.5889247370956
Los Angeles,2014,19.5886852163717
San Diego,2014,19.585344020698
Alameda ,2014,19.5844497234864
San Bernardino,2014,19.5696555392652
Los Angeles,2014,19.5525613538911
San Diego,2014,19.5439791494715
Los Angeles,2014,19.5313238581025
San Diego,2014,19.530158531576
Los Angeles,2014,19.527479318673
San Diego,2014,19.5265912072743
San Diego,2014,19.5169493390841
Sacramento ,2014,19.513713289631696
Orange ,2014,19.5052927478426
Los Angeles,2014,19.5033913725693
Los Angeles,2014,19.499262197556295
Santa Clara,2014,19.4828847853816
Los Angeles,2014,19.4813258597358
Santa Clara,2014,19.474403544515695
Los Angeles,2014,19.4735684219748
Riverside ,2014,19.4727211545792
Los Angeles,2014,19.4716689742563
San Diego,2014,19.4559015764646
Alameda ,2014,19.454756596349295
Los Angeles,2014,19.454194821228295
Los Angeles,2014,19.4531290724318
Sacramento ,2014,19.451066475472
Alameda ,2014,19.439191264247295
Riverside ,2014,19.433961883822
Los Angeles,2014,19.4326378048948
San Bernardino,2014,19.4019882104805
Santa Clara,2014,19.401210032694095
Los Angeles,2014,19.3942963221792
Alameda ,2014,19.39127787224
Sacramento ,2014,19.3854571608543
Los Angeles,2014,19.3830285804614
Sacramento ,2014,19.3713902316988
Santa Clara,2014,19.3679388756416
San Bernardino,2014,19.365499674800095
San Bernardino,2014,19.3488456396222
Santa Clara,2014,19.3359358228384
Orange ,2014,19.330483916926696
Los Angeles,2014,19.3250385243862
Los Angeles,2014,19.3248379075123
Los Angeles,2014,19.312080556529
Los Angeles,2014,19.3026834122006
San Diego,2014,19.3020563143912
Sacramento ,2014,19.3009984395928
Los Angeles,2014,19.2888913926663
Los Angeles,2014,19.288850069924095
Los Angeles,2014,19.2864074801138
Alameda ,2014,19.2851657695063
Los Angeles,2014,19.2815704641649
Riverside ,2014,19.2808232406399
San Diego,2014,19.2797546320073
Orange ,2014,19.273549278962495
Sacramento ,2014,19.2681789602698
Orange ,2014,19.2633059381022
Los Angeles,2014,19.260794649233
Orange ,2014,19.252290970622
Los Angeles,2014,19.2467893262389
Los Angeles,2014,19.241824083805305
Los Angeles,2014,19.240403223992296
Santa Clara,2014,19.237274235717695
Los Angeles,2014,19.2326862648809
Los Angeles,2014,19.2209454659538
Los Angeles,2014,19.2182740892538
Los Angeles,2014,19.206142097501296
Los Angeles,2014,19.2032972660712
Los Angeles,2014,19.2032318677924
Los Angeles,2014,19.2031357798184
Los Angeles,2014,19.2010272742999
Riverside ,2014,19.1921079115797
Los Angeles,2014,19.1799595293126
Los Angeles,2014,19.1767245255272
Los Angeles,2014,19.1697114892503
San Diego,2014,19.1687886818662
San Bernardino,2014,19.157583075442496
San Diego,2014,19.150497422005095
San Diego,2014,19.1499455618226
Alameda ,2014,19.147931808848
Los Angeles,2014,19.1476819574385
San Diego,2014,19.136279891611895
Santa Clara,2014,19.1278978631224
Orange ,2014,19.1201282175147
Alameda ,2014,19.097329137818505
Riverside ,2014,19.0920985857422
Sacramento ,2014,19.0868404935701
Sacramento ,2014,19.083485968792296
Los Angeles,2014,19.0713818950876
Riverside ,2014,19.0582720913496
Los Angeles,2014,19.0564869488872
Los Angeles,2014,19.054847091139
San Bernardino,2014,19.0544185944599
San Diego,2014,19.0275673159565
Los Angeles,2014,19.025678375301
San Diego,2014,19.0150478479055
Orange ,2014,19.0096438159025
San Bernardino,2014,19.005879944009095
Los Angeles,2014,19.002465828813495
Los Angeles,2014,18.9926877593531
Los Angeles,2014,18.984294253724
San Bernardino,2014,18.9758799607398
Alameda ,2014,18.9750932916338
Riverside ,2014,18.9739770736589
Los Angeles,2014,18.967158821198
Los Angeles,2014,18.9651913295373
Santa Clara,2014,18.954458024419
Riverside ,2014,18.9442213229139
Sacramento ,2014,18.9428486771663
San Diego,2014,18.9402725947412
Los Angeles,2014,18.936061618336495
San Diego,2014,18.9315624536001
Los Angeles,2014,18.9302810958372
Sacramento ,2014,18.9252531259848
San Diego,2014,18.9220336812198
San Diego,2014,18.907841511399695
Riverside ,2014,18.90688856865
Los Angeles,2014,18.8969665247086
Santa Clara,2014,18.873367837352696
San Diego,2014,18.854735412900695
Riverside ,2014,18.8538193708558
Riverside ,2014,18.8513103119028
Sacramento ,2014,18.8457707463448
San Diego,2014,18.8453755346306
Alameda ,2014,18.843975474771096
Santa Clara,2014,18.8438604262096
Santa Clara,2014,18.8433512745929
Los Angeles,2014,18.8388075871215
San Diego,2014,18.8353697365459
Santa Clara,2014,18.830512726941
Los Angeles,2014,18.8270359725154
Los Angeles,2014,18.821474447951296
Riverside ,2014,18.8202179468257
Los Angeles,2014,18.820130413163305
Alameda ,2014,18.8110310193498
Santa Clara,2014,18.8101473551853
Orange ,2014,18.809576257250505
Los Angeles,2014,18.809037902549495
San Diego,2014,18.8083219104508
San Diego,2014,18.7938955616271
Alameda ,2014,18.7817821147149
Alameda ,2014,18.780523245090695
San Diego,2014,18.7736258746966
Los Angeles,2014,18.7613209069532
Alameda ,2014,18.7594888606586
Alameda ,2014,18.758129065275895
Los Angeles,2014,18.7561687043079
Los Angeles,2014,18.7525366242456
San Diego,2014,18.7494917554679
Riverside ,2014,18.749380549417495
Los Angeles,2014,18.738297852955
Los Angeles,2014,18.7362185127256
Los Angeles,2014,18.735551125242505
Orange ,2014,18.7329079689517
Santa Clara,2014,18.7301258901372
Santa Clara,2014,18.7128809649429
Orange ,2014,18.7106223999176
Los Angeles,2014,18.7059859882443
Orange ,2014,18.6969405407667
San Diego,2014,18.6943371072218
Orange ,2014,18.688107540058
Los Angeles,2014,18.6847187098451
San Diego,2014,18.6791374687897
San Diego,2014,18.678365224848296
Los Angeles,2014,18.6711731905467
San Diego,2014,18.6708340416992
Riverside ,2014,18.6700432151222
Los Angeles,2014,18.654007320293495
Alameda ,2014,18.647956423596096
Orange ,2014,18.6467499633034
Riverside ,2014,18.604101227233
San Diego,2014,18.5976990494318
Santa Clara,2014,18.5934481613053
Alameda ,2014,18.5859771858955
Riverside ,2014,18.5831567827572
San Diego,2014,18.5776090786347
Alameda ,2014,18.5712189574994
Alameda ,2014,18.5694044481735
San Bernardino,2014,18.565259071621895
Orange ,2014,18.561302620631896
Riverside ,2014,18.5600109447818
Los Angeles,2014,18.5422156460158
Los Angeles,2014,18.529044853437895
Orange ,2014,18.5185533619518
San Bernardino,2014,18.517060615685505
San Diego,2014,18.514473144309495
Alameda ,2014,18.5137260845637
Alameda ,2014,18.4886106635937
Orange ,2014,18.480708986785295
Santa Clara,2014,18.4708122152283
Riverside ,2014,18.466755632178895
Orange ,2014,18.4582211252904
Sacramento ,2014,18.4531842735682
Los Angeles,2014,18.4495374911766
Los Angeles,2014,18.4485187469993
Los Angeles,2014,18.429816980970095
Los Angeles,2014,18.4288173485611
Los Angeles,2014,18.420619067692
Santa Clara,2014,18.4090292227579
San Diego,2014,18.4085864142999
Riverside ,2014,18.4020098998808
Los Angeles,2014,18.398332389999
San Diego,2014,18.383983017381
Riverside ,2014,18.3730909850588
San Diego,2014,18.3708945301308
Riverside ,2014,18.3706514566589
Los Angeles,2014,18.360473791242296
Santa Clara,2014,18.359372779532496
San Diego,2014,18.353358972515895
San Bernardino,2014,18.352231164015695
Los Angeles,2014,18.3464935768534
Santa Clara,2014,18.3461753161482
Los Angeles,2014,18.3297339041166
Los Angeles,2014,18.322026003252695
Santa Clara,2014,18.316929321743
Sacramento ,2014,18.3162716350256
Orange ,2014,18.3075730718113
Los Angeles,2014,18.2987208837439
San Diego,2014,18.2975748831584
Los Angeles,2014,18.2898907176744
Sacramento ,2014,18.2880342556865
Los Angeles,2014,18.2660173852638
San Diego,2014,18.2475915493259
Los Angeles,2014,18.2406824372258
Los Angeles,2014,18.2382811449609
Orange ,2014,18.2369480203846
Santa Clara,2014,18.2209164216094
Riverside ,2014,18.2126805093284
Alameda ,2014,18.2081006014656
San Bernardino,2014,18.1895176257218
Orange ,2014,18.1882710899282
San Diego,2014,18.1842127305048
Los Angeles,2014,18.1786483335062
Orange ,2014,18.1665373054863
Los Angeles,2014,18.160365501972695
San Bernardino,2014,18.1575685192546
Santa Clara,2014,18.1383166316216
San Diego,2014,18.1342899571667
Riverside ,2014,18.1272185903115
Los Angeles,2014,18.1172104237282
Sacramento ,2014,18.114029341082105
Alameda ,2014,18.0990461305122
San Diego,2014,18.0951845076565
Alameda ,2014,18.094089593570896
Sacramento ,2014,18.080034960450895
Los Angeles,2014,18.0780703916182
Los Angeles,2014,18.0777761056625
San Diego,2014,18.0727201547704
Orange ,2014,18.071643470565295
Riverside ,2014,18.0714488757251
San Bernardino,2014,18.065469978866496
Los Angeles,2014,18.0564375833283
San Diego,2014,18.0535067426419
Santa Clara,2014,18.0410932901018
Orange ,2014,18.0314399069767
Santa Clara,2014,18.0252513349967
Santa Clara,2014,18.0117629368303
Orange ,2014,18.0104286657999
Santa Clara,2014,18.0048148956835
San Diego,2014,18.0046420834717
Los Angeles,2014,18.0023857231659
Los Angeles,2014,18.0013306200149
Riverside ,2014,17.9924145202794
Los Angeles,2014,17.986521720866
Santa Clara,2014,17.9737480297619
Sacramento ,2014,17.9728643278021
Sacramento ,2014,17.9696471507485
Riverside ,2014,17.9679132459667
Sacramento ,2014,17.960883907364
San Diego,2014,17.9524251924319
Santa Clara,2014,17.9516313926333
Santa Clara,2014,17.9505683398937
San Diego,2014,17.9495222949901
Alameda ,2014,17.9459933328074
Riverside ,2014,17.9400991349719
Los Angeles,2014,17.9337796530486
Los Angeles,2014,17.9328613558907
Los Angeles,2014,17.9265911966917
San Diego,2014,17.9261571315212
Orange ,2014,17.9201734724685
Alameda ,2014,17.9149435503121
San Bernardino,2014,17.9106643913827
Riverside ,2014,17.9092512669855
Los Angeles,2014,17.9061101338563
Los Angeles,2014,17.9016999389996
Los Angeles,2014,17.8990775070719
Los Angeles,2014,17.8932277689795
Orange ,2014,17.8905935449523
Los Angeles,2014,17.8889831170595
San Bernardino,2014,17.8731722925934
Los Angeles,2014,17.8672116760089
Los Angeles,2014,17.8653973556589
Santa Clara,2014,17.8599700166214
Los Angeles,2014,17.8591932246587
San Diego,2014,17.839720512323
Los Angeles,2014,17.8374974873757
Los Angeles,2014,17.8336504030701
Los Angeles,2014,17.8322384629222
Alameda ,2014,17.8253074926033
San Diego,2014,17.8189332328499
San Diego,2014,17.8155762261879
Los Angeles,2014,17.8136247974833
Riverside ,2014,17.8115372682958
Los Angeles,2014,17.8026286898034
San Bernardino,2014,17.8026188252585
Los Angeles,2014,17.801974908589
Los Angeles,2014,17.8018541655521
Alameda ,2014,17.7971994610063
Los Angeles,2014,17.7913957826533
San Diego,2014,17.7871518866372
Alameda ,2014,17.7686342083851
Los Angeles,2014,17.7519499496528
Riverside ,2014,17.7511375924153
San Diego,2014,17.7504406364944
Santa Clara,2014,17.7443709051934
Los Angeles,2014,17.7401201430509
Orange ,2014,17.7340630731389
Sacramento ,2014,17.7123826933018
Santa Clara,2014,17.6846934072246
Los Angeles,2014,17.6763451802343
San Diego,2014,17.6715999436076
Riverside ,2014,17.6511824648818
Orange ,2014,17.6370440524217
Alameda ,2014,17.6267666580944
Los Angeles,2014,17.6229635043991
Los Angeles,2014,17.6177000705067
Alameda ,2014,17.6171663646142
Los Angeles,2014,17.6161147890143
San Diego,2014,17.6118172868189
Sacramento ,2014,17.6102873122894
Sacramento ,2014,17.6101779204082
Los Angeles,2014,17.6065958055885
Los Angeles,2014,17.5995396072033
Santa Clara,2014,17.5988852212659
San Diego,2014,17.5961930446125
Orange ,2014,17.592602211702
Los Angeles,2014,17.5839281775667
San Diego,2014,17.5783919757806
Los Angeles,2014,17.5754743382143
San Diego,2014,17.5671767441815
San Diego,2014,17.5627764768617
Orange ,2014,17.5606973634034
San Diego,2014,17.5591562770878
San Bernardino,2014,17.5474915724787
San Diego,2014,17.5389122530921
Alameda ,2014,17.5314053092588
Los Angeles,2014,17.5248615758688
San Diego,2014,17.5232188708829
Los Angeles,2014,17.52112564722
Los Angeles,2014,17.5145357910985
Orange ,2014,17.5130131362377
San Diego,2014,17.5101588434115
San Diego,2014,17.4860039368277
Los Angeles,2014,17.4811309272586
Los Angeles,2014,17.4781402189896
Orange ,2014,17.4620757006029
Orange ,2014,17.4597290601842
Los Angeles,2014,17.4527191735065
Los Angeles,2014,17.4285958133088
Orange ,2014,17.418546853116
San Diego,2014,17.4167382398399
San Diego,2014,17.4140609040981
Santa Clara,2014,17.4139553043343
Sacramento ,2014,17.412465380109
San Bernardino,2014,17.4025039283818
Alameda ,2014,17.3935773341816
San Diego,2014,17.384836238779
San Diego,2014,17.3691535022153
Orange ,2014,17.3672713772926
Santa Clara,2014,17.3671006438164
Riverside ,2014,17.3539809503368
Sacramento ,2014,17.3428137312287
San Diego,2014,17.3424320627914
Los Angeles,2014,17.341609299278
Santa Clara,2014,17.3363539661548
Los Angeles,2014,17.3276540045184
Alameda ,2014,17.3237687344715
San Diego,2014,17.3187742385599
Los Angeles,2014,17.3142740785502
Santa Clara,2014,17.3079708989527
Los Angeles,2014,17.3058894421926
Alameda ,2014,17.3008214472329
Los Angeles,2014,17.2946218390572
Riverside ,2014,17.2934607959857
Los Angeles,2014,17.2913022244375
Sacramento ,2014,17.2894504994468
Alameda ,2014,17.2881077622937
San Diego,2014,17.2851708113847
Alameda ,2014,17.2659469929803
Riverside ,2014,17.2636738768065
Sacramento ,2014,17.2578491339338
Los Angeles,2014,17.2512099298912
Los Angeles,2014,17.2416118159338
Los Angeles,2014,17.2338099058313
Santa Clara,2014,17.2307197458164
San Diego,2014,17.2186331964818
Los Angeles,2014,17.2136794563846
San Diego,2014,17.2061046827818
Sacramento ,2014,17.1907235644409
San Diego,2014,17.1865628808369
Riverside ,2014,17.1837918256198
San Diego,2014,17.1787390369253
San Diego,2014,17.1753002036748
Los Angeles,2014,17.1543308773649
Riverside ,2014,17.1473011230151
Riverside ,2014,17.139711395115
Los Angeles,2014,17.1350267945731
Alameda ,2014,17.1317724018548
Los Angeles,2014,17.130091397742
Los Angeles,2014,17.1300468246133
Orange ,2014,17.1295599091674
Sacramento ,2014,17.1150727478813
Los Angeles,2014,17.1095429712777
Santa Clara,2014,17.1056399752862
Orange ,2014,17.0878898795686
Los Angeles,2014,17.0828377963843
Los Angeles,2014,17.0815187946112
Alameda ,2014,17.077910865676
Santa Clara,2014,17.0773059158484
Riverside ,2014,17.0710695329518
Orange ,2014,17.064406996678
Alameda ,2014,17.058859531925
San Diego,2014,17.050395613855
Sacramento ,2014,17.0450003503362
Alameda ,2014,17.0386032748858
Orange ,2014,17.0267945705989
San Diego,2014,17.0139859945334
San Bernardino,2014,17.01063300676
Alameda ,2014,16.9966397152351
Santa Clara,2014,16.9946430204901
Alameda ,2014,16.9932144504581
Los Angeles,2014,16.9895455578798
Los Angeles,2014,16.9781475109418
Sacramento ,2014,16.9714651951846
Sacramento ,2014,16.967658602127
San Bernardino,2014,16.967599830605
Los Angeles,2014,16.9590702496897
Sacramento ,2014,16.9498570671545
Alameda ,2014,16.9474584457497
Orange ,2014,16.940548426565
San Bernardino,2014,16.9345922824115
Sacramento ,2014,16.920918687809
Los Angeles,2014,16.9122528300333
Los Angeles,2014,16.9103659429166
Santa Clara,2014,16.9086405924464
Sacramento ,2014,16.9040532011358
Sacramento ,2014,16.8806238992277
Los Angeles,2014,16.870600299608
San Diego,2014,16.8700442693561
Alameda ,2014,16.8689962842993
Orange ,2014,16.8688083918064
Santa Clara,2014,16.8582725035692
Los Angeles,2014,16.8549547283155
Los Angeles,2014,16.8472614289936
Orange ,2014,16.846485909469
Los Angeles,2014,16.8426014331211
Santa Clara,2014,16.8389268586657
San Bernardino,2014,16.8350125367153
Los Angeles,2014,16.832857643899
San Diego,2014,16.8303061535449
Riverside ,2014,16.8299338079213
Los Angeles,2014,16.8272042392255
Sacramento ,2014,16.821402765592
Alameda ,2014,16.8005515114589
Alameda ,2014,16.8001092447319
Sacramento ,2014,16.7982449969347
Sacramento ,2014,16.7938520870787
Los Angeles,2014,16.7896431642126
Alameda ,2014,16.7796394826586
Riverside ,2014,16.7622604979217
Riverside ,2014,16.7581361102995
Los Angeles,2014,16.753548341037
Riverside ,2014,16.7518409684793
Sacramento ,2014,16.7443347805498
Santa Clara,2014,16.7427759556912
Los Angeles,2014,16.7412892692539
Los Angeles,2014,16.7409425487698
Los Angeles,2014,16.739741669567
Los Angeles,2014,16.727234384166
Los Angeles,2014,16.7199953452451
Los Angeles,2014,16.7135140999042
Santa Clara,2014,16.7121109660358
Sacramento ,2014,16.7105290105203
Riverside ,2014,16.7037299328197
Alameda ,2014,16.7005323336751
San Diego,2014,16.6978716026205
Alameda ,2014,16.6848581640213
Alameda ,2014,16.6845593678394
Los Angeles,2014,16.6786155827134
Alameda ,2014,16.6738916121808
San Bernardino,2014,16.6719773865426
Alameda ,2014,16.6589205338673
San Diego,2014,16.6237786912366
Los Angeles,2014,16.6203686831184
Orange ,2014,16.616004195246
Alameda ,2014,16.6158170964521
San Diego,2014,16.6094640649976
Alameda ,2014,16.5788797554766
San Bernardino,2014,16.5672739231767
Santa Clara,2014,16.5659707197934
San Diego,2014,16.5653322078362
San Diego,2014,16.5597170266993
Los Angeles,2014,16.5527952154151
Alameda ,2014,16.5513443210236
Riverside ,2014,16.5443241288571
San Diego,2014,16.5379316770184
Orange ,2014,16.5345050390161
Orange ,2014,16.5323428265312
San Diego,2014,16.5184973394
Riverside ,2014,16.51763666731
San Bernardino,2014,16.5097446282753
San Diego,2014,16.4990972190278
Riverside ,2014,16.484905628734
San Diego,2014,16.4646735102234
Riverside ,2014,16.4608214621494
Orange ,2014,16.4499348471379
Alameda ,2014,16.449719855493
Los Angeles,2014,16.43368509452
Riverside ,2014,16.4331587712882
Riverside ,2014,16.433153719331
Los Angeles,2014,16.4256070905472
Santa Clara,2014,16.4199521488693
Alameda ,2014,16.41903291943
Los Angeles,2014,16.3816105149729
San Diego,2014,16.3803015415237
San Diego,2014,16.3739770202417
Santa Clara,2014,16.3739002456103
Los Angeles,2014,16.3597482520782
Orange ,2014,16.357546745193
Riverside ,2014,16.3549051385052
Santa Clara,2014,16.3524674998648
Los Angeles,2014,16.350410232027
Los Angeles,2014,16.3314665263817
San Diego,2014,16.3212910530861
Los Angeles,2014,16.30341826158
Los Angeles,2014,16.3007744123775
Los Angeles,2014,16.2958092203374
Orange ,2014,16.2919719627815
San Bernardino,2014,16.2876012261042
San Diego,2014,16.2869487299264
Los Angeles,2014,16.2759702851991
Los Angeles,2014,16.2686960715537
Santa Clara,2014,16.2667353830273
Los Angeles,2014,16.2634190061957
Los Angeles,2014,16.2603141816466
San Diego,2014,16.2591888172355
San Diego,2014,16.2587569189892
Sacramento ,2014,16.2572585160427
Sacramento ,2014,16.2465833777234
Riverside ,2014,16.2404457788577
Sacramento ,2014,16.2314830776517
Santa Clara,2014,16.2306383299355
Los Angeles,2014,16.2294097720545
San Diego,2014,16.2229828384031
San Diego,2014,16.2213431318357
Los Angeles,2014,16.2012696523403
Alameda ,2014,16.1975888038832
Los Angeles,2014,16.197344672146
Riverside ,2014,16.1773539137253
San Diego,2014,16.1715873754467
Los Angeles,2014,16.1672769598943
Riverside ,2014,16.1671932813414
Orange ,2014,16.1631236463526
Alameda ,2014,16.1608235066173
Riverside ,2014,16.1575085030109
Alameda ,2014,16.1526652130603
Santa Clara,2014,16.1407380838415
San Diego,2014,16.1381232613456
Los Angeles,2014,16.1260829733249
Los Angeles,2014,16.1199685681081
San Diego,2014,16.1086294060777
Riverside ,2014,16.0905831850384
Orange ,2014,16.0890586152213
Riverside ,2014,16.0884511961079
Los Angeles,2014,16.0826821507483
San Diego,2014,16.0559658010768
Riverside ,2014,16.0542865229444
Santa Clara,2014,16.0394799041054
San Diego,2014,16.0392608179815
Alameda ,2014,16.036279835675
Alameda ,2014,16.0197370695395
San Bernardino,2014,15.996049828051
Sacramento ,2014,15.9945342912845
San Diego,2014,15.9858762571134
Orange ,2014,15.9544249007135
Alameda ,2014,15.9516341668003
Riverside ,2014,15.9390467933895
Alameda ,2014,15.9388207655487
Santa Clara,2014,15.930322075903
Riverside ,2014,15.9233230616419
Riverside ,2014,15.9161282304961
Santa Clara,2014,15.9070280933771
Los Angeles,2014,15.9062874084202
Alameda ,2014,15.904885358014
San Diego,2014,15.9019577803124
Los Angeles,2014,15.8981601825103
San Diego,2014,15.894137463952
Santa Clara,2014,15.8891299035027
Los Angeles,2014,15.884182462604
Los Angeles,2014,15.8797343213755
Alameda ,2014,15.8782270491575
Alameda ,2014,15.8779292230522
San Bernardino,2014,15.8740992851649
Orange ,2014,15.8645851017283
Los Angeles,2014,15.8611625582051
Orange ,2014,15.8610917174187
Alameda ,2014,15.8530664503357
Los Angeles,2014,15.8477168560061
Orange ,2014,15.839434480837
San Diego,2014,15.8335882073037
San Diego,2014,15.8315002119756
Orange ,2014,15.8176053013329
Riverside ,2014,15.8145900261897
Los Angeles,2014,15.8135090459313
Orange ,2014,15.7871944087467
San Diego,2014,15.7822739788112
Santa Clara,2014,15.7793486310259
Los Angeles,2014,15.7756634487203
Los Angeles,2014,15.7747691767054
Santa Clara,2014,15.7747571200395
Alameda ,2014,15.7709669426932
Alameda ,2014,15.7705568396738
San Diego,2014,15.7649079452264
San Diego,2014,15.7625290151162
Los Angeles,2014,15.7591679517703
Santa Clara,2014,15.7589006011874
San Diego,2014,15.757351842448
Riverside ,2014,15.7506162102748
Santa Clara,2014,15.7492824809755
San Bernardino,2014,15.7478052685327
Los Angeles,2014,15.7418893636592
San Diego,2014,15.7151967871628
San Bernardino,2014,15.6726528067636
Sacramento ,2014,15.6699466710862
Los Angeles,2014,15.6647738700619
Orange ,2014,15.6564488745156
Los Angeles,2014,15.653540081024
Alameda ,2014,15.6380365188625
Orange ,2014,15.6376318331538
Sacramento ,2014,15.6358191253987
San Diego,2014,15.6253065189992
San Diego,2014,15.6230760987929
San Diego,2014,15.6212390005411
Orange ,2014,15.6211667865295
San Diego,2014,15.6176840478654
Los Angeles,2014,15.6126639898063
Los Angeles,2014,15.6111954324622
Sacramento ,2014,15.6011412187379
Riverside ,2014,15.5989330976943
Riverside ,2014,15.5961681401013
San Diego,2014,15.5921983600072
Alameda ,2014,15.590169514153
Los Angeles,2014,15.5842517447167
Orange ,2014,15.5816670575865
San Diego,2014,15.5765482280949
San Bernardino,2014,15.5735014569593
Santa Clara,2014,15.5724394120915
Los Angeles,2014,15.5708456518779
Los Angeles,2014,15.5679701937448
Riverside ,2014,15.5595083670087
Santa Clara,2014,15.5551096114965
Santa Clara,2014,15.5263006302867
Riverside ,2014,15.5257589748057
Los Angeles,2014,15.5225595614919
San Bernardino,2014,15.5146613492428
San Diego,2014,15.5112189002523
Sacramento ,2014,15.5095883653179
San Diego,2014,15.5005755854838
Alameda ,2014,15.4968182395601
San Diego,2014,15.490766624754
Santa Clara,2014,15.4861217469578
Santa Clara,2014,15.4790241880353
San Diego,2014,15.4759062233582
San Diego,2014,15.46912048736
San Diego,2014,15.4569047414642
Riverside ,2014,15.4563585631587
Riverside ,2014,15.4539337496865
Los Angeles,2014,15.4407720531513
San Diego,2014,15.4334772537252
Los Angeles,2014,15.4295830640132
Alameda ,2014,15.428683639254
Riverside ,2014,15.4220037423891
Alameda ,2014,15.4219409771752
Alameda ,2014,15.4174087290483
San Diego,2014,15.4116682442547
Sacramento ,2014,15.4075010976731
Alameda ,2014,15.4028579584558
San Diego,2014,15.3988393343765
Santa Clara,2014,15.3975803135715
Alameda ,2014,15.3909296449877
San Diego,2014,15.3885072378093
Orange ,2014,15.3862186634024
Los Angeles,2014,15.3762427613138
San Bernardino,2014,15.3726325646672
Los Angeles,2014,15.3692489249939
Santa Clara,2014,15.3631584819282
Santa Clara,2014,15.3616561734786
Los Angeles,2014,15.3573032887299
San Bernardino,2014,15.3507986985594
Riverside ,2014,15.3491435841524
Los Angeles,2014,15.3358399036829
Orange ,2014,15.3351199934827
Santa Clara,2014,15.327599770939
San Diego,2014,15.3198359079955
Orange ,2014,15.315975784349
Sacramento ,2014,15.3117814756234
San Diego,2014,15.3104546376473
Santa Clara,2014,15.3000515995066
Alameda ,2014,15.2988224117057
Orange ,2014,15.2966996951954
San Diego,2014,15.2920866787453
Los Angeles,2014,15.2858423966537
Los Angeles,2014,15.277282302421
Orange ,2014,15.2631325388052
Santa Clara,2014,15.2456669274904
Los Angeles,2014,15.2449422173009
Riverside ,2014,15.2407575841443
Los Angeles,2014,15.238528751336
San Bernardino,2014,15.2348945421446
San Diego,2014,15.2343346693816
Los Angeles,2014,15.2309362139934
Santa Clara,2014,15.2241370481041
Los Angeles,2014,15.2233958592113
San Diego,2014,15.2199802448064
Los Angeles,2014,15.2143526290516
Orange ,2014,15.2099639648554
Alameda ,2014,15.2078409207868
Santa Clara,2014,15.1931871205035
Los Angeles,2014,15.1907536267358
San Bernardino,2014,15.1874002484122
Santa Clara,2014,15.1756515376918
Orange ,2014,15.1734463646731
San Diego,2014,15.1647379747091
Alameda ,2014,15.1584880485357
Los Angeles,2014,15.1520261543327
Orange ,2014,15.1514782500468
San Bernardino,2014,15.1499030220753
San Diego,2014,15.1485045622122
Santa Clara,2014,15.1429418156036
San Diego,2014,15.1370957814399
Riverside ,2014,15.1339012563041
Los Angeles,2014,15.1338893130237
Sacramento ,2014,15.1143510134332
San Diego,2014,15.1033359073706
Santa Clara,2014,15.1032275863531
Riverside ,2014,15.0999082614966
Santa Clara,2014,15.0863647327449
Los Angeles,2014,15.0717173576441
Alameda ,2014,15.0688015594437
San Diego,2014,15.0673725232711
Los Angeles,2014,15.0664618985369
Riverside ,2014,15.0657484891095
Sacramento ,2014,15.053975816238
San Diego,2014,15.0519596191744
Riverside ,2014,15.0483421406543
San Diego,2014,15.0427376177612
San Bernardino,2014,15.0065553995056
Los Angeles,2014,15.0012480979948
Los Angeles,2014,14.9909005305961
Los Angeles,2014,14.9879219041899
San Diego,2014,14.9833417191623
Los Angeles,2014,14.982673626169
Los Angeles,2014,14.9751690508343
Alameda ,2014,14.9701670462782
Los Angeles,2014,14.9692779522045
Los Angeles,2014,14.9685349239458
Orange ,2014,14.9663576311796
Los Angeles,2014,14.9639687105406
Los Angeles,2014,14.9514512708315
Alameda ,2014,14.9390584292689
Riverside ,2014,14.9377868982557
Alameda ,2014,14.9259546475648
San Diego,2014,14.9100177005462
Orange ,2014,14.8977661248093
Orange ,2014,14.8915282553018
Santa Clara,2014,14.8854776483675
Orange ,2014,14.8741871665431
