census_tract,2014_traffic,2019_traffic,2021_traffic,2014_asthma,2019_asthma,2021_asthma,delta_traffic,delta_asthma
6001427900,16.2529624547836,43.9904749968668,7.2375,78.6827990520145,70.689440219424,74.0029910269192,-9.015462454783599,-4.679808025095298
6001428000,29.7243357864538,46.522120566487,23.75,78.6827990520145,70.689440219424,74.0029910269192,-5.9743357864538,-4.679808025095298
6001428100,22.6019708120244,27.346785311442495,20.05,78.6827990520145,70.689440219424,74.0029910269192,-2.5519708120244005,-4.679808025095298
6001428200,31.7824622676812,31.595438024815095,32.475,78.6827990520145,70.689440219424,74.0029910269192,0.6925377323188009,-4.679808025095298
6001428301,13.970313084695,12.2195763880185,21.825,42.6219284021454,30.2830071063458,40.727816550349,7.854686915304999,-1.8941118517964028
6001428302,16.4275913683423,8.133851359819529,28.3,23.612323811899696,19.635955616506696,28.8384845463609,11.872408631657702,5.226160734461203
6001428400,35.1378321067731,28.299285624765,14.1125,78.6827990520145,70.689440219424,74.0029910269192,-21.025332106773096,-4.679808025095298
6001428500,14.7436697018835,26.344153402682,7.9875,78.6827990520145,70.689440219424,74.0029910269192,-6.7561697018835,-4.679808025095298
6001428600,24.7099912685543,24.0381000125329,14.75,78.6827990520145,70.689440219424,74.0029910269192,-9.959991268554301,-4.679808025095298
6001428700,40.3143320444056,35.9443539290638,58.625,78.6827990520145,70.689440219424,74.0029910269192,18.310667955594397,-4.679808025095298
6001430101,76.9489834102532,82.9677904499311,99.625,27.778470749657,12.5296097743424,13.110667996012,22.676016589746794,-14.667802753645
6001430102,10.5151552949981,10.026319087605,6.3,31.757515280029896,10.721855130283,9.18494516450648,-4.215155294998101,-22.572570115523416
6001430200,13.7582636896595,10.6028324351422,22.275,64.3133341648996,55.5417030295474,48.9656031904287,8.516736310340498,-15.347730974470899
6001430300,23.899214169889,5.050758240381,6.4125,71.8348509417488,77.7708515147737,70.6006979062812,-17.486714169888998,-1.2341530354675996
6001430400,8.71897218410877,3.08309311943853,4.375,74.6788075339903,59.5312305198853,62.8364905284148,-4.34397218410877,-11.842317005575495
6001430500,78.8200074840963,80.7494673517985,76.9875,88.48696519895219,76.77346964218931,76.5329012961117,-1.832507484096297,-11.954063902840488
6001430600,43.095921167519,64.70735681163049,34.5875,80.71597854559059,61.0148360553547,51.1216350947159,-8.508421167519003,-29.59434345087469
6001430700,13.9578395908694,11.2169444792581,15.9125,71.8348509417488,77.7708515147737,70.6006979062812,1.9546604091306001,-1.2341530354675996
6001430800,71.6103280528876,68.605088356937,76.5,69.4025196457528,64.8921580850268,69.080259222333,4.889671947112404,-0.3222604234198059
6001430900,36.0359236622178,37.6362952750971,42.2375,71.8348509417488,77.7708515147737,70.6006979062812,6.2015763377822,-1.2341530354675996
6001431000,90.23325433453908,89.923549316957,93.9,71.8348509417488,77.7708515147737,70.6006979062812,3.6667456654609225,-1.2341530354675996
6001431100,88.82374953224398,81.9275598445921,89.0625,84.1711363352875,62.8475252462287,55.1595214356929,0.23875046775602016,-29.011614899594598
6001431200,86.8903579892728,85.8503571876175,88.3,78.9322689285269,71.2878693429747,62.8364905284148,1.4096420107271967,-16.095778400112096
6001432100,77.6350255706623,82.1280862263442,78.75,87.8133965323687,79.40406433113078,82.851445663011,1.1149744293377069,-4.961950869357693
6001432200,45.528252463515,13.1344780047625,16.6875,85.59311463140828,80.8627353197856,83.0633100697906,-28.840752463515003,-2.5298045616176807
6001432300,60.5338655357366,19.7894472991603,45.65,87.376824248472,80.2518389228276,83.0134596211366,-14.883865535736604,-4.3633646273354
6001432400,83.49756766870398,91.81601704474248,84.0125,82.8364724959461,80.97494078045129,82.1286141575274,0.5149323312960234,-0.7078583384187027
6001432501,87.7759760508919,87.74282491540289,91.475,82.17537732318819,81.94738810622118,83.1256231306082,3.6990239491080956,0.9502458074200177
6001432502,97.829612074342,92.71838576262688,97.4125,90.4577772234003,79.0923824959481,82.7891326021934,-0.4171120743420005,-7.668644621206894
6001432600,44.3557440439067,12.3449053766136,29.5,82.17537732318819,81.94738810622118,83.1256231306082,-14.855744043906697,0.9502458074200177
6001432700,79.5309966321567,88.908384509337,82.3,82.17537732318819,81.94738810622118,83.0882352941177,2.769003367843297,0.9128579709295082
6001432800,79.6557315704129,75.48564983080588,74.0375,88.38717724834731,82.7452936042887,79.648554336989,-5.618231570412902,-8.73862291135832
6001433000,86.32905076711988,88.883318711618,86.6125,90.35798927279528,91.43498316918088,87.1759720837488,0.28344923288011614,-3.1820171890464763
6001433102,59.9476113259324,40.330868529891,51.3625,91.717600099788,94.10297967834428,93.0084745762712,-8.585111325932402,1.2908744764831965
6001433103,55.2201571660222,19.6766512094247,34.25,91.7550205812648,94.2650542326393,91.5254237288136,-20.970157166022197,-0.22959685245119488
6001433104,57.6524884620182,7.732798596315329,14.6625,88.13770737183478,75.2898641067199,69.3793619142572,-42.9899884620182,-18.758345457577576
6001433200,96.7943120868155,94.84897856874301,94.2875,91.30597480354248,91.14823588081288,89.481555333998,-2.5068120868155006,-1.8244194695444804
6001433300,95.90869402519648,98.7717759117684,95.45,65.3361606586005,75.9381623238998,72.0214356929212,-0.45869402519647906,6.685275034320696
6001433400,20.9928901085194,,9.0,74.6164400648622,72.197980301708,59.6585244267198,-11.9928901085194,-14.957915638142403
6001433500,22.4772358737682,,15.4,65.3112136709492,76.5241241740431,77.7916251246261,-7.077235873768201,12.480411453676894
6001433600,93.15205188973428,94.39779420980067,89.85,67.8682799052014,67.9840418900387,69.5164506480558,-3.3020518897342868,1.64817074285439
6001433700,91.4556567294499,92.8562476500815,86.4625,92.8277410502682,86.0241865104102,83.1754735792622,-4.993156729449893,-9.652267471005999
6001433800,78.2462267681178,84.9354555708735,64.3875,89.9338904827242,82.72035905747411,82.7766699900299,-13.85872676811779,-7.157220492694293
