census_tract,county,zip,approx_location,longitude,latitude,total_population,ces_score,ces_percentile,ces_percentile_range,pollution_burden,pollution_burden_score,pollution_burden_pctl,pop_char,pop_char_score,pop_char_pctl,ozone,ozone_pctl,pm25,pm25_pctl,diesel_pm,diesel_pm_pctl,drinking_water,drinking_water_pctl,pesticides,pesticides_pctl,tox_release,tox_release_pctl,traffic,traffic_pctl,cleanup_sites,cleanup_sites_pctl,groundwater_threats,groundwater_threats_pctl,haz_waste,haz_waste_pctl,imp_water_bodies,imp_water_bodies_pctl,solid_waste,solid_waste_pctl,lead,lead_pctl,asthma,asthma_pctl,low_birth_weight,low_birth_weight_pctl,cardiovascular_disease,cardiovascular_disease_pctl,education,education_pctl,linguistic_isolation,linguistic_isolation_pctl,poverty,poverty_pctl,unemployment,unemployment_pctl,housing_burden,housing_burden_pctl,year,version,age,age_pctl,max_pollution_pctl,max_pollution_indicator
6071000815,San Bernardino,91784.0,Upland,-117.6804289,34.1272011,3491.0,10.7997876429505,14.9646999495714,10-15%,43.9063302207457,5.36095419886743,53.7398879900436,19.420404133441,2.0145271237781,7.26172465960666,0.06464682,93.627878033603,13.33814404,95.0342252644679,0.140407691,48.6994399502178,716.6438674,78.7186212064444,0.0,0.0,548.3360189,53.3883470867717,2677.084801,93.95,2.0,25.625233296006,0.0,0.0,0.21,37.6836532097948,1.0,12.4527509449811,0.0,0.0,8.380566802,2.8481411468179,23.86,14.5563310069791,3.87,23.6592250449063,11.04,38.2352941176471,3.2,12.0222728423184,3.4,27.2567329814589,2.1,0.050251256281407,3.7,26.8610098906819,3.8,0.595690747782003,2021,4.0,,,95.0342252644679,pm25_pctl
6001451505,Alameda ,94550.0,Livermore,-121.7246715,37.6894445,3418.0,5.65241833141056,4.03429147755925,1-5% (lowest scores),30.6106165710239,3.73755020315529,19.1412570006223,14.5791567512073,1.51233241673616,3.44175491679274,0.04539285,42.5637834474175,8.559907543,24.4803982576229,0.089477138,33.4909769757312,467.022818,56.1633570625702,0.0,0.0,110.2246653,24.4686171542886,486.6811017,19.9375,12.0,68.9436356849571,5.6,32.4921135646688,8.25,99.0337524818001,0.0,0.0,0.1,2.52004581901489,10.08097166,3.83112791430372,31.1,27.006480558325,1.76,1.20605594046703,10.43,33.4995014955135,4.5,18.8053657301949,0.0,0.0,2.5,0.113065326633166,2.7,13.1832378969287,9.2,10.8365019011407,2021,4.0,,,99.0337524818001,haz_waste_pctl
6037920110,Los Angeles,91354.0,Santa Clarita,-118.5457784,34.4462571,3088.0,6.25647994213239,5.23197175995966,5-10%,28.7396682880785,3.50910778943289,15.2084629744866,17.1877287813659,1.78292612184008,5.34543620776601,0.06350576,91.0516490354698,9.803298353,47.0690728064717,0.04349575,15.556938394524,640.9348426,71.5124266267016,0.0,0.0,224.5466741,36.5841460365091,909.1786573,52.2375,0.0,0.0,0.0,0.0,0.2,35.6187954996691,0.0,0.0,0.0,0.0,7.596487667,2.36925015752993,26.16,18.6191425722832,2.47,4.28534770336156,11.43,41.4506480558325,0.6,0.835231586940015,1.6,12.2750033834078,2.7,0.175879396984925,4.3,35.0208224882874,10.6,16.3117870722433,2021,4.0,,,91.0516490354698,ozone_pctl
6037262200,Los Angeles,90077.0,Los Angeles,-118.4698011,34.1017214,4405.0,7.71051613658241,8.04336863338376,5-10%,49.7587027187559,6.07552771842155,69.7075295581829,12.2344538726587,1.26911051910823,1.99193141704488,0.05352109,69.5706285003111,11.4065172,59.377722464219,0.181709479,58.5438705662726,703.3799538,77.881853378294,0.202423535,31.1379310344828,1221.022329,68.9922480620155,4783.87851,99.55,0.0,0.0,0.0,0.0,0.21,37.6836532097948,0.0,0.0,6.5,81.1912943871707,39.85918088,36.950220541903,8.53,0.398803589232303,3.75,21.0803181934822,4.57,0.436191425722831,2.3,7.40318906605922,4.1,32.0341047503045,3.2,0.28894472361809,3.1,18.3107756376887,12.9,27.7820025348542,2021,4.0,,,99.55,traffic_pctl
6111008305,Ventura ,93063.0,Unincorporated Ventura County area,-118.660056,34.2944257,3786.0,13.7390411305189,22.3020675743822,20-25%,25.4028188239972,3.10167913266479,9.32171748599876,42.7016542233427,4.42954946107372,39.1830559757943,0.05852448,78.2202862476665,9.507679485,44.5799626633479,0.050008403,17.9713752333541,432.8689849,50.5432746346946,0.0,0.0,46.09863283,17.516879219805,2980.605489,95.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75300439,0.252047889098929,48.64,54.5239282153539,8.82,98.5116756479343,14.2,61.5777666999003,2.8,9.73171349025563,3.7,29.5303830017594,3.4,0.452261306532663,3.3,21.1087975013014,8.5,8.50443599493029,2021,4.0,,,95.75,traffic_pctl
6037400205,Los Angeles,91711.0,Claremont,-117.7176795,34.1521556,2846.0,10.846027720244,15.1033787191125,15-20%,41.9832922576393,5.12615164554391,48.5252022401991,20.3969111688546,2.11582264244413,8.27029752899647,0.06473142,93.8518979464841,12.68205587,92.2713130056005,0.031988559,11.2632233976353,1085.566116,99.8251529911328,1.02e-05,0.482758620689655,475.4216613,50.5876469117279,1012.954616,58.725,2.5,28.4434490481523,0.0,0.0,0.2,35.6187954996691,1.0,12.4527509449811,0.3,12.8751431844215,31.07174484,25.2804032766226,28.35,22.4700897308076,4.26,32.7559661277906,10.64,35.2318045862413,2.5,8.41559098962288,2.8,22.1680876979294,3.5,0.50251256281407,3.0,17.1134825611661,7.3,5.0063371356147,2021,4.0,,,99.8251529911328,drinking_water_pctl
6019005524,Fresno ,93619.0,Clovis,-119.7204462,36.8594085,4660.0,10.4395660857687,13.9435199193142,10-15%,37.1521421474867,4.53626917670246,34.7604231487243,22.1854772068023,2.30135507376515,9.99747856782653,0.06236471,88.6994399502178,13.38901282,95.2831362787803,0.024935182,8.77411325451151,432.8629776,50.4308729861371,0.289871806,34.0344827586207,1011.012329,63.8909727431858,458.9945193,17.9,0.0,0.0,15.0,59.604848082351,0.21,37.6836532097948,0.0,0.0,0.2,9.66781214203895,4.931244859,1.2476370510397,25.47,17.3853439680957,5.97,74.5188606620477,8.51,17.2357926221336,3.5,13.6674259681093,0.3,0.514277980782244,3.8,0.615577889447236,3.5,23.750650702759,5.2,1.40684410646388,2021,4.0,,,95.2831362787803,pm25_pctl
6029000503,Kern ,93314.0,Bakersfield,-119.0955184,35.4306701,8331.0,8.12916730462147,8.81240544629349,5-10%,45.3065870847176,5.5319252838263,57.4486621032981,14.1662499453377,1.46950056039056,3.12657589510842,0.06350576,91.0516490354698,14.99185192,98.8799004355943,0.117181374,42.6011200995644,506.101205,61.0840514549769,96.34365523,76.7241379310345,253.8243307,38.6721680420105,693.1717565,35.5,1.0,17.077267637178,0.6,3.30400132824174,0.57,73.3156849768365,0.0,0.0,0.5,22.0847651775487,13.8260725,6.5406427221172,26.79,19.6784646061815,2.78,6.78727226071337,10.22,31.6799601196411,1.8,5.09997468995191,0.0,0.0,4.0,0.741206030150754,4.3,35.0208224882874,6.8,3.89100126742712,2021,4.0,,,98.8799004355943,pm25_pctl
6059099504,Orange ,90740.0,Seal Beach,-118.0942214,33.7535479,2679.0,14.0716087807395,23.2223903177005,20-25%,60.1105418720918,7.33948522286484,91.0516490354698,18.482609847077,1.91724737545652,6.31618759455371,0.04125212,24.8786558805227,11.47788337,60.522713130056,0.110634762,40.522713130056,233.8499068,9.12951167728238,0.412220518,36.1379310344828,6762.023275,94.9987496874219,925.6266262,53.3625,33.6,89.9589399029489,45.5,88.4941059272788,1.44,89.8477829252151,13.0,91.8731625367493,3.85,67.4684994272623,55.74056888,59.6597353497164,19.55,8.69890329012961,2.88,7.95483705414421,9.2,22.7318045862413,5.1,21.6654011642622,0.9,5.64352415753147,4.1,0.829145728643216,4.1,32.274856845393,19.0,58.7705956907478,2021,4.0,,,94.9987496874219,tox_release_pctl
6029002811,Kern ,93311.0,Bakersfield,-119.1201184,35.3371406,3437.0,16.0821898965456,28.1013615733737,25-30%,35.8427946672168,4.37639810943634,31.3130056004978,35.4252976721961,3.67475478564653,27.9122541603631,0.06464682,93.627878033603,15.0673044,98.9421281891724,0.092908557,34.7977598008712,528.9694009,63.2321718496316,0.0,0.0,362.117335,45.2488122030508,832.9634864,46.575,0.0,0.0,0.0,0.0,0.38,59.1396426207809,0.0,0.0,0.0,0.0,2.188257774,0.378071833648393,43.63,47.0712861415753,4.17,30.587631511419,15.19,67.4850448654038,6.9,29.6760313844596,2.9,22.8989037758831,4.4,1.05527638190955,5.4,49.8568453930245,8.6,8.85931558935361,2021,4.0,,,98.9421281891724,pm25_pctl
6041110200,Marin ,94901.0,San Rafael,-122.4741961,37.9856076,5016.0,4.77559700264819,2.69793242561775,1-5% (lowest scores),19.2480282206209,2.35018042251457,2.48911014312383,19.5889704379412,2.03201292841106,7.40040342914776,0.03304924,7.51711263223398,8.505087477,22.9371499688861,0.018139052,6.64592408214063,197.9594832,7.43099787685775,0.0,0.0,371.9759928,45.6864216054013,,,0.0,0.0,6.0,35.0157728706625,0.0,0.0,12.0,90.1301973960521,0.1,2.52004581901489,28.77024291,22.5204788909893,32.71,29.8479561316052,4.09,28.7657172183731,10.74,36.0044865403789,4.1,16.7932169071121,0.7,3.73528217620788,4.4,1.05527638190955,2.6,11.8688183237897,7.2,4.74017743979721,2021,4.0,,,90.1301973960521,imp_water_bodies_pctl
6001444602,Alameda ,94560.0,Newark,-122.0030673,37.5122564,4563.0,18.3543580602659,33.5980837115482,30-35%,43.2889386799989,5.28557081437432,52.4082140634723,33.4759143548497,3.47254037545965,25.0126071608674,0.03716809,14.9222153080274,8.613932228,26.73304293715,0.26869342,72.8935905413815,204.7920209,8.28025477707006,0.0,0.0,273.6616669,39.9974993748437,2346.527813,91.05,20.3,82.2135125046659,25.25,75.0456583098124,1.3,88.9080079417604,0.0,0.0,6.9,81.7411225658648,9.17418788,3.26402016383113,45.37,49.28963110668,5.15,56.35103926097,10.77,36.2786640079761,4.0,16.211085801063,5.6,40.8986331032616,4.5,1.19346733668342,3.6,25.2342529932327,10.2,14.6894803548796,2021,4.0,,,91.05,traffic_pctl
6037620602,Los Angeles,90278.0,Redondo Beach,-118.3649588,33.8622408,5040.0,10.5757353598642,14.3595562279375,10-15%,48.3409416907472,5.90241937851064,66.0485376477909,17.2729157658047,1.7917627809315,5.42107917297025,0.04125212,24.8786558805227,11.96320524,76.4281269446173,0.107739607,39.7510889856876,285.9389586,19.6952666416885,0.250870482,32.9655172413793,7536.510093,95.8239559889972,1285.62995,71.8125,7.1,50.5599104143337,12.75,53.3953179478665,0.43,63.9046988749173,0.0,0.0,2.0,52.8980526918671,43.47114851,42.129804662886,22.62,12.6495513459621,4.39,35.6043110084681,8.76,19.0677966101695,6.2,26.9425461908378,2.1,16.3621599675193,4.5,1.19346733668342,2.9,15.8381051535659,2.7,0.190114068441065,2021,4.0,,,95.8239559889972,tox_release_pctl
6001451504,Alameda ,94551.0,Livermore,-121.7322556,37.6979083,1709.0,11.7037970375606,17.08270297529,15-20%,44.3078274793706,5.40997693439639,54.9471064094586,20.8553034064901,2.16337281646218,8.78719112455875,0.04539285,42.5637834474175,8.561147538,24.542626011201,0.253425317,70.5911636589919,466.4475659,55.9760209816411,0.0,0.0,123.2776693,25.9314828707177,1447.112039,76.85,12.7,70.4180664427025,30.25,79.8273285738004,7.075,98.8087359364659,0.0,0.0,1.0,35.7159221076747,14.90658749,7.42281033396345,29.54,24.2023928215354,2.78,6.78727226071337,9.93,29.3743768693918,4.0,16.211085801063,9.4,59.3720395182027,4.6,1.25628140703518,3.7,26.8610098906819,7.0,4.24588086185044,2021,4.0,,,98.8087359364659,haz_waste_pctl
6037106643,Los Angeles,91344.0,Los Angeles,-118.5220166,34.2894537,4577.0,19.5323749225643,36.2834089762985,35-40%,40.9238784443918,4.99679742937706,45.5258245177349,37.6832587636168,3.90897874060893,31.6061522945033,0.06718273,97.0006222775358,10.94210448,54.411947728687,0.119037006,43.136278780336,726.638249,83.1272636443112,0.003182561,8.20689655172414,130.1009318,26.9567391847962,2144.811387,89.1,7.0,50.3172825681224,0.0,0.0,0.12,20.3176704169424,3.0,33.1583368332633,0.0,0.0,13.25404858,6.11216131064902,51.44,58.3998005982054,3.23,11.8167821401078,13.37,56.5179461615155,8.9,37.6486965325234,2.5,19.8673704154825,4.7,1.31909547738693,7.6,72.5273295158771,14.2,34.2458808618504,2021,4.0,,,97.0006222775358,ozone_pctl
6001426200,Alameda ,94611.0,Piedmont,-122.2406227,37.824626,4796.0,10.6578413913622,14.5486636409481,10-15%,35.0516684998591,4.27980176154284,29.2097075295582,24.0066048355949,2.49026520039567,12.077660110943,0.02937227,3.12383322962041,9.430628424,43.6838830118233,0.133975758,46.9570628500311,110.4123824,4.20881728487573,0.0,0.0,541.3470154,53.1257814453613,440.3487443,16.7375,4.5,40.836132885405,12.75,53.3953179478665,2.235,93.5142289874255,0.0,0.0,1.0,35.7159221076747,65.86762122,74.0138626339004,33.34,30.919740777667,4.91,49.9101873235822,7.87,12.6620139581256,1.5,3.87243735763098,1.0,6.26607118689945,4.7,1.31909547738693,5.7,53.8912024986986,11.1,18.8973384030418,2021,4.0,,,93.5142289874255,haz_waste_pctl
6037620702,Los Angeles,90278.0,Redondo Beach,-118.3791618,33.8620063,7375.0,11.8926916938289,17.6374180534544,15-20%,42.9260118524301,5.24125752081609,51.3254511512134,21.8740804902895,2.26905311303558,9.68229954614221,0.04192559,26.6957062850031,11.90461047,73.3167392657125,0.079698989,29.7324206596142,285.9389586,19.6952666416885,0.0,0.0,6280.783448,94.4361090272568,918.1882608,52.9125,5.5,44.0089585666293,5.0,30.8816204549228,0.17,29.2389146260754,5.0,51.2179756404872,4.0,70.4238258877434,40.39629779,37.7063642091997,27.72,21.3733798604187,3.85,23.0561970746728,10.73,35.9047856430708,2.1,6.51733738294103,3.7,29.5303830017594,4.8,1.36934673366834,1.9,5.57001561686622,15.6,41.8631178707224,2021,4.0,,,94.4361090272568,tox_release_pctl
6085508202,Santa Clara,94087.0,Sunnyvale,-122.0049605,37.3449022,7600.0,11.4077787651052,16.3893091275845,15-20%,40.7143219283984,4.97121062039834,44.9657747355321,22.1219838285019,2.29476874673056,9.94704992435704,0.03809217,16.7766023646546,8.226540368,16.8014934660859,0.149282634,51.0267579340386,370.1451669,38.4538528787311,0.0,0.0,326.1959992,43.2483120780195,1727.824133,82.4875,23.5,84.9757372153789,64.0,93.192761082517,0.275,46.3534083388484,2.0,23.8765224695506,0.0,0.0,42.84463029,41.0586011342155,14.47,3.2901296111665,4.82,47.395432383885,6.9,7.21585244267198,3.2,12.0222728423184,10.6,64.1358776559751,4.9,1.4321608040201,3.7,26.8610098906819,11.4,20.2661596958175,2021,4.0,,,93.192761082517,groundwater_threats_pctl
6073017020,San Diego,92064.0,Poway,-117.010947,33.041943,3675.0,5.70614870960665,4.09732728189612,1-5% (lowest scores),23.144055503283,2.82588457986226,6.32233976353454,19.4658696210715,2.01924337259548,7.31215330307615,0.04981739,60.9334163036714,7.709687274,11.0267579340386,0.049094679,17.5731176104543,311.9236978,25.8398900961659,16.40233336,64.2413793103448,10.33151973,9.01475368842211,207.4922384,4.275,0.4,5.63643150429265,0.0,0.0,0.01,1.80013236267373,15.0,94.5611087778244,0.0,0.0,9.101720648,3.22621298046629,15.19,4.01296111665005,6.21,79.1891198357711,5.65,2.34297108673978,2.3,7.40318906605922,1.4,10.4479631885235,5.0,1.52010050251256,2.2,7.7693909422176,12.3,24.9429657794677,2021,4.0,,,94.5611087778244,imp_water_bodies_pctl
6037573902,Los Angeles,90808.0,Long Beach,-118.0775765,33.8135353,2031.0,18.5624099894262,34.1023701462431,30-35%,52.4591107909612,6.40524700765754,76.7019290603609,27.937247968063,2.8980006496603,17.1331316187595,0.04259906,29.8942128189172,11.62611756,63.8705662725576,0.787639531,96.6645924082141,339.0441176,34.7321094042713,0.0,0.0,4805.599935,92.0480120030007,2173.11474,89.475,0.9,11.832773422919,35.0,83.214345010792,0.295,47.9814692256784,14.0,93.3641327173457,0.5,22.0847651775487,23.41013668,16.0428481411468,25.18,16.7871385842473,7.69,95.1629458557865,10.95,37.4127617148554,4.4,18.3624398886358,0.0,0.0,5.1,1.64572864321608,1.4,2.73295158771473,8.3,7.69328263624842,2021,4.0,,,96.6645924082141,diesel_pm_pctl
6001442700,Alameda ,94536.0,Fremont,-122.0081115,37.5371537,3048.0,12.8916896442525,20.196671709531,20-25%,36.8185647527993,4.49553944306939,33.6901057871811,27.6447822421977,2.86766244796877,16.7297024710035,0.03716809,14.9222153080274,8.66876932,28.7118855009334,0.454623967,87.7411325451151,204.7920209,8.28025477707006,0.0,0.0,262.9449997,39.2098024506126,2505.639604,92.65,1.9,23.4975737215379,47.0,89.1748298190271,0.11,19.2455327597617,0.0,0.0,1.4,39.7250859106529,36.82439271,32.9930686830498,34.2,32.0164506480558,5.91,73.3256351039261,9.84,28.4521435692921,2.6,8.98506707162744,2.5,19.8673704154825,5.1,1.64572864321608,3.4,22.5663716814159,3.3,0.392902408111534,2021,4.0,,,92.65,traffic_pctl
6019005522,Fresno ,93619.0,Unincorporated Fresno County area,-119.6931658,36.8592846,4860.0,10.6663529208383,14.5612708018154,10-15%,34.9337707147054,4.26540646539353,28.7990043559427,24.106861368245,2.50066506143728,12.2037317196167,0.06236471,88.6994399502178,13.28497555,94.77286869944,0.053440962,19.477286869944,532.4466843,63.4195079305608,82.46754231,75.7586206896552,922.9419963,62.465616404101,311.2251599,8.95,0.0,0.0,0.0,0.0,0.01,1.80013236267373,0.0,0.0,0.0,0.0,10.71069456,4.22180214240706,24.17,15.1046859421735,5.47,63.7670002566076,7.91,13.0982053838485,3.0,10.807390534042,1.1,7.37582893490324,5.1,1.64572864321608,6.3,60.5674128058303,8.2,7.38910012674271,2021,4.0,,,94.77286869944,pm25_pctl
6097152400,Sonoma ,95404.0,Santa Rosa,-122.7071615,38.4857501,8367.0,9.01818574487698,10.6404437720625,10-15%,39.0594218292328,4.76914764700194,40.4231487243311,18.2290296907999,1.89094287121644,6.16490166414523,0.03419029,10.5662725575607,7.15585294,7.50466708151836,0.050312299,18.1331673926571,429.141209,49.6565505182965,6.254730256,56.1379310344828,0.015313533,1.2128032008002,755.5208484,40.9,12.0,68.9436356849571,68.5,93.989706126515,1.47,90.0330906684315,4.0,43.7841243175137,2.1,53.4249713631157,11.05263158,4.46124763705104,35.08,33.611665004985,1.59,0.872465999486785,9.44,24.8878364905284,3.6,14.1736269298912,2.2,17.2553796183516,5.2,1.74623115577889,4.9,43.0895366996356,8.1,7.07224334600761,2021,4.0,,,93.989706126515,groundwater_threats_pctl
6037920015,Los Angeles,91390.0,Santa Clarita,-118.527587,34.4734725,6578.0,7.56454728515724,7.81643973777105,5-10%,25.7261518213908,3.14115802742313,9.64530180460485,23.2155138267571,2.40820335020294,11.232980332829,0.06464682,93.627878033603,9.376598108,42.9371499688861,0.028865203,10.1804604853765,647.0577812,71.7871862120644,0.0,0.0,242.0246684,37.9969992498125,593.0846763,27.9125,0.0,0.0,0.0,0.0,0.125,21.9589675711449,0.0,0.0,0.0,0.0,14.02712898,6.70447385003151,22.24,12.1884346959123,4.57,40.4670259173723,11.96,45.8000997008973,4.5,18.8053657301949,2.6,20.584652862363,5.2,1.74623115577889,3.3,21.1087975013014,7.6,5.81749049429658,2021,4.0,,,93.627878033603,ozone_pctl
6013345115,Contra Costa,94583.0,Norris Canyon,-121.9816307,37.7393783,5910.0,5.47622227268131,3.81996974281392,1-5% (lowest scores),22.2894407549413,2.72153628884131,5.065339141257,19.3977823365265,2.01218050816908,7.19868885526979,0.03969989,17.8718108276291,8.404332483,20.3360298693217,0.089321244,33.3914125700062,311.3685173,25.7649556637942,0.004112298,9.03448275862069,352.7323405,44.7736934233558,2386.771394,91.425,0.0,0.0,0.0,0.0,0.175,30.1654533421575,0.0,0.0,0.0,0.0,3.582995951,0.74354127284184,26.9,19.7781655034895,3.61,18.3987682832948,8.32,15.6655034895314,5.8,25.0569476082005,8.3,54.5811341182839,5.2,1.74623115577889,3.2,19.5861530452889,6.4,3.26996197718631,2021,4.0,,,91.425,traffic_pctl
6037108201,Los Angeles,91326.0,Los Angeles,-118.564234,34.2868634,5460.0,13.9509434781743,22.8441754916793,20-25%,38.7960474137347,4.73698968318351,39.639079029247,28.3913657424338,2.94510742290629,17.7508825012607,0.06464682,93.627878033603,10.85003603,53.8394523957685,0.070030859,25.9614187927816,726.638249,83.1272636443112,0.0,0.0,93.3274994,22.8682170542636,1940.450222,86.075,0.0,0.0,0.0,0.0,0.9,83.4017207147584,3.0,33.1583368332633,0.0,0.0,14.19267356,6.80529300567108,27.07,20.0523429710867,3.96,25.6607646907878,14.53,63.5967098703888,3.9,15.7808149835485,6.0,43.294085803221,5.4,1.98492462311558,3.5,23.750650702759,10.7,16.9201520912548,2021,4.0,,,93.627878033603,ozone_pctl
6059110004,Orange ,92845.0,Garden Grove,-118.0222289,33.7774482,4953.0,14.2304420817097,23.613212304589,20-25%,54.9371369406203,6.7078135083222,82.2526446795271,20.4513770839512,2.12147252812774,8.33333333333333,0.04320513,32.1468574984443,11.61972667,63.6963285625389,0.216535853,64.9782202862477,481.1925553,58.2615211689771,0.0,0.0,7997.856568,96.1990497624406,2214.305808,89.925,11.2,63.9417693169093,18.25,65.5155238253362,2.34,93.9510258107214,3.0,33.1583368332633,1.3,39.2898052691867,24.58061514,17.3534971644612,22.74,12.8364905284148,4.01,26.8668206312548,9.0,21.036889332004,7.3,31.3591495823842,0.9,5.64352415753147,5.5,2.12311557788945,4.6,39.2113482561166,12.3,24.9429657794677,2021,4.0,,,96.1990497624406,tox_release_pctl
6081605400,San Mateo,94010.0,Burlingame,-122.3446065,37.5870019,6142.0,13.2732029599253,21.1926374180535,20-25%,52.3033628868548,6.38623021950225,76.3285625388923,20.036243857633,2.078409719617,7.89208270297529,0.03419029,10.5662725575607,8.611500064,26.5712507778469,0.325761389,79.0043559427505,393.119018,42.7126264518546,0.0,0.0,191.8383331,33.8834708677169,1851.292763,84.825,7.0,50.3172825681224,69.25,94.0893242570148,0.875,82.9913964262078,9.0,77.2994540109198,2.5,59.1752577319588,55.10685081,58.9792060491493,21.58,11.0917248255234,4.09,28.7657172183731,6.75,6.54287138584247,3.4,13.1106049101493,3.8,30.0175937203952,5.5,2.12311557788945,2.9,15.8381051535659,19.8,61.9391634980989,2021,4.0,,,94.0893242570148,groundwater_threats_pctl
6081611600,San Mateo,94025.0,Menlo Park,-122.1706821,37.4747978,2451.0,6.26523808374594,5.26979324256178,5-10%,46.1851291318015,5.63919509327101,59.9875544492844,10.7103978515016,1.11101637381228,1.24810892586989,0.03419029,10.5662725575607,7.984283053,13.2296204107032,0.298364436,76.2787803360299,413.9606776,47.6208317721993,0.0,0.0,127.1143341,26.5566391597899,2789.642996,94.65,3.5,33.8745800671892,21.5,70.2971940893243,2.89,95.8041032428855,0.0,0.0,3.95,67.6059564719359,63.73895586,71.2539382482672,28.1,21.9840478564307,3.62,18.565563253785,7.23,8.83599202392822,1.1,2.30321437610731,0.6,2.81499526322912,5.5,2.12311557788945,2.5,10.6585111920875,8.0,6.89480354879594,2021,4.0,,,95.8041032428855,haz_waste_pctl
6001451101,Alameda ,94550.0,Unincorporated Alameda County area,-121.6633595,37.6396925,8692.0,16.3819974683625,28.7191124558749,25-30%,56.0033563788947,6.83799868995304,84.3683883011823,23.0952668878513,2.39572983429089,11.1195158850227,0.04699805,48.5127566894835,7.925812052,12.6446795270691,0.019431064,7.08151835718731,566.3500136,66.3169726489322,8.65297616,59.1034482758621,67.4429334,20.3300825206302,1146.466266,66.225,42.5,94.214259051885,63.55,93.0931429520173,27.925,100.0,15.0,94.5611087778244,34.25,99.8167239404353,13.64579172,6.47763074984247,27.91,21.6226321036889,4.16,30.2027200410572,9.96,29.648554336989,4.6,19.2862566438876,3.4,27.2567329814589,5.6,2.19849246231156,4.7,40.6038521603332,7.6,5.81749049429658,2021,4.0,,,100.0,haz_waste_pctl
