census_tract,latitude,longitude,delta_2014_2021
6013334200,37.8736123,-122.0543368,-3.8991477611105303
6013335000,37.9690383,-122.0202412,0.6920867352819009
6013336101,37.9667876,-122.034523,5.693532959314602
6013336102,37.965937,-122.039845,7.259387051307996
6013336201,37.9606497,-122.0474489,16.925453207949403
6013336202,37.9550364,-122.0446085,4.8424875619962044
6013337100,37.9572014,-122.0148138,-7.568606148336796
6013337200,37.9515216,-122.0267807,-3.8252472627881
6013337300,37.9402165,-122.0080941,-1.7055986155180403
6013338101,37.9488733,-122.0425441,4.3184675902917
6013338102,37.9413456,-122.0423399,-5.72625560321228
6013338201,37.9314923,-122.031045,-7.0219961253728
